Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,attrition_flag,income_log,tenure_ratio,promotion_gap_ratio,manager_tenure_ratio,distance_per_income,overtime_flag,travel_frequently_flag,single_flag,male_flag,age_group,income_group,tenure_group
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0,8.574707097616844,0.625,0.16666666666666666,0.0,0.0022658610271903325,0,0,0,1,36-45,중상,3-5년
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0,9.705889908189658,0.14285714285714285,0.2,0.4,0.0013403192396734495,0,0,0,0,46-55,고소득,3-5년
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0,9.493261127326253,0.7,0.06666666666666667,0.7333333333333333,0.001281085154483798,0,0,0,0,46-55,고소득,11-20년
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0,7.931644021454311,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0007183908045977011,0,0,1,0,18-25,저소득,0-2년
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,0,8.600430789986293,0.9166666666666666,0.5833333333333334,0.75,0.0005520794994479205,0,0,0,0,26-35,중상,11-20년
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0,7.607878073278507,0.25,0.2,0.6,0.003475670307845084,0,0,1,1,36-45,저소득,3-5년
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0,9.54445268330577,0.4838709677419355,0.125,0.75,0.0004295840194744755,1,0,0,0,46-55,고소득,11-20년
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0,8.383661798791715,0.6,0.25,0.5,0.00022857142857142857,0,0,0,0,36-45,중하,3-5년
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0,8.830981510952498,0.35714285714285715,0.0,0.6666666666666666,0.00043840420868040335,0,0,0,1,36-45,중상,3-5년
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0,9.765776006660642,0.2702702702702703,0.36363636363636365,0.6363636363636364,0.0012624089057210075,0,0,0,0,46-55,고소득,6-10년
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0,9.775881427930981,0.9333333333333333,0.4,0.7333333333333333,0.0008520790729379687,0,0,0,1,36-45,고소득,11-20년
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,1,8.42989086301344,0.7857142857142857,0.5,0.5833333333333334,0.0026189436927106066,1,1,1,1,26-35,중하,11-20년
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0,8.462948176563842,0.65,0.14285714285714285,0.6428571428571429,0.00021114864864864866,0,1,0,1,36-45,중하,11-20년
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,0,8.339978571990427,0.9090909090909091,0.0,0.8181818181818182,0.0011938872970391596,1,0,0,1,26-35,중하,6-10년
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,0,8.613593685702552,0.8571428571428571,0.0,0.5714285714285714,0.0003632401017072285,0,0,0,1,26-35,중상,6-10년
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0,8.607216694063826,0.8181818181818182,0.1,0.6,0.0003655638822884299,0,0,0,1,26-35,중상,6-10년
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,0,8.608312784783722,0.9090909090909091,0.0,0.18181818181818182,0.0009129085265656381,0,0,0,0,26-35,중상,6-10년
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0,7.858640655620791,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.0061823802163833074,1,0,0,0,46-55,저소득,0-2년
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0,7.80016307039296,0.8,0.6,0.6,0.0008193363375665711,0,1,1,0,36-45,저소득,3-5년
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0,9.678655075789957,0.1,0.25,0.5,0.00012521129405872408,0,0,0,0,46-55,고소득,3-5년
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0,9.640823243059636,0.3333333333333333,0.0,0.0,6.501950585175553e-05,0,0,1,1,46-55,고소득,6-10년
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0,8.865452825753623,0.09090909090909091,0.0,0.6666666666666666,0.0032472116334886347,1,0,1,1,36-45,중상,0-2년
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0,7.911690520708339,0.6666666666666666,0.0,0.6666666666666666,0.003297911322828875,0,0,1,1,18-25,저소득,0-2년
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0,8.58839695042257,0.75,0.14285714285714285,0.2857142857142857,0.002980070776680946,1,0,0,0,26-35,중상,6-10년
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0,8.584477938221834,0.2727272727272727,0.0,0.5,0.0048616305160807775,0,0,0,1,36-45,중상,3-5년
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0,8.069655306886165,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.00031289111389236547,1,0,0,0,36-45,중하,0-2년
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,1,8.29154650988391,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0020050125313283208,1,0,1,1,18-25,중하,3-5년
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0,8.103796712981794,0.0,0.0,0.0,0.0012095554883580285,0,0,0,0,36-45,중하,0-2년
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0,8.854522203757432,0.3333333333333333,0.2,0.4,0.0034256351698544107,0,0,0,1,46-55,중상,3-5년
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,1,7.884576510596324,0.45,0.7,0.7,0.0026355421686746986,1,1,0,0,46-55,저소득,6-10년
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1,7.2399325913204695,0.5,0.0,0.0,0.0014347202295552368,0,0,1,1,26-35,저소득,0-2년
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,0,7.852050207265889,0.875,0.625,0.875,0.0027226760015558148,0,0,1,1,26-35,저소득,6-10년
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0,8.17131687471973,0.4444444444444444,0.2,0.4,0.006218202374222725,0,0,0,1,46-55,중하,3-5년
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,0,8.290794347381356,0.9375,0.25,0.8125,0.001254075746175069,0,0,0,1,26-35,중하,11-20년
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0,9.295049099903137,0.05,0.0,0.0,9.187798603454613e-05,0,0,0,1,56-65,고소득,0-2년
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,0,7.615298339825815,0.9333333333333333,0.13333333333333333,0.8666666666666667,0.010349926071956629,0,0,0,1,26-35,저소득,11-20년
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0,9.161780181360806,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.00010497585555322275,0,1,0,1,36-45,고소득,6-10년
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,0,7.982757702011113,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.006484641638225256,0,0,0,0,26-35,중하,6-10년
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,1,7.730174795246222,0.75,0.0,0.5,0.0030755711775043936,1,0,0,1,18-25,저소득,3-5년
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0,8.972083182851925,0.8,0.6666666666666666,0.7777777777777778,0.0002538071065989848,1,0,0,0,36-45,중상,6-10년
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,0,8.503297086224126,0.7142857142857143,0.16666666666666666,0.6666666666666666,0.00040559724193875484,1,1,1,1,26-35,중상,3-5년
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0,8.9680140012452,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.00025484199796126404,1,0,0,1,36-45,중상,6-10년
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,0,8.389814262086407,0.8333333333333334,0.0,0.6666666666666666,0.002044525215810995,0,0,0,1,18-25,중하,3-5년
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,0,9.131513591430211,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.0006492101276779918,0,0,1,1,36-45,고소득,6-10년
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0,7.99799931797973,0.5,0.16666666666666666,0.3333333333333333,0.0030252100840336134,0,0,0,0,26-35,중하,3-5년
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0,8.412499120301572,0.7222222222222222,0.42857142857142855,0.5,0.00044414834554741284,0,0,1,0,36-45,중하,11-20년
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,0,9.282568005973063,0.8846153846153846,0.5833333333333334,0.16666666666666666,9.303190994511117e-05,0,0,0,1,36-45,고소득,20년 초과
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,1,7.349873704738337,0.5,0.0,0.0,0.014138817480719794,0,0,0,1,18-25,저소득,0-2년
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,1,9.467846701917901,0.8846153846153846,0.5833333333333334,0.4166666666666667,0.0006956790600602922,0,1,0,1,46-55,고소득,20년 초과
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,0,7.743269700829004,0.75,0.0,0.5,0.007372072853425846,0,0,0,1,26-35,저소득,3-5년
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,0,9.723463354790857,0.9545454545454546,0.36363636363636365,0.2727272727272727,0.0016761448668063453,0,0,1,0,36-45,고소득,20년 초과
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0,8.141481041457421,0.45454545454545453,0.16666666666666666,0.5,0.0029120559114735,0,1,0,1,26-35,중하,3-5년
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,0,8.154212694914229,0.7142857142857143,0.0,0.5,0.0005750431282346176,0,0,0,1,26-35,중하,3-5년
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0,8.768885326134862,0.2727272727272727,0.25,0.5,0.0006219872492613901,0,0,0,1,36-45,중상,3-5년
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0,8.78216942633238,0.05263157894736842,0.0,0.0,0.0012275586926499924,1,0,0,0,36-45,중상,0-2년
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,0,8.270781013162674,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.007420675537359263,0,0,0,1,18-25,중하,6-10년
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,0,8.623892810075294,0.5,0.0,0.8181818181818182,0.002336868596081251,0,0,1,1,46-55,중상,6-10년
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,0,8.83695515733143,0.3888888888888889,0.0,0.875,0.0039221382916908775,0,0,0,1,26-35,중상,6-10년
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,0,7.959625305098115,0.9090909090909091,0.0,0.7272727272727273,0.005588543485853999,0,0,0,1,26-35,저소득,6-10년
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,0,8.512984346642183,0.2,0.0,0.0,0.0004016870857601928,0,0,0,1,46-55,중상,0-2년
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0,9.246575864558277,0.7142857142857143,0.0,0.2727272727272727,0.00019288263091908573,1,0,0,1,46-55,고소득,6-10년
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,1,8.721765357145012,0.11764705882352941,0.6666666666666666,0.6666666666666666,0.0021189894050529746,1,0,0,1,36-45,중상,0-2년
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,1,8.815221555922163,0.0,0.0,0.0,0.0001484560570071259,0,0,1,1,26-35,중상,0-2년
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,0,8.100464891029363,0.75,0.25,0.5,0.0012135922330097086,0,0,1,0,18-25,중하,3-5년
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,0,8.56388591940822,0.5,0.16666666666666666,0.6666666666666666,0.004581026913533117,0,1,1,0,26-35,중상,3-5년
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,0,8.77539495854551,0.9,0.5,0.8,0.0001544878727019929,1,0,0,1,36-45,중상,6-10년
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,0,9.170663554823284,0.36363636363636365,0.0,0.4,0.0019769014670689834,0,0,0,1,26-35,고소득,3-5년
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,0,9.89515291574607,0.9545454545454546,0.5454545454545454,0.36363636363636365,0.00035292931330039326,0,0,1,1,36-45,고소득,20년 초과
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,0,9.18574025510795,0.5,0.0,0.5,0.00040996207850773806,0,0,0,0,36-45,고소득,3-5년
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,0,8.51097389160232,0.8181818181818182,0.0,0.7,0.0004024954719259408,0,1,1,0,26-35,중상,6-10년
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,0,7.671360923190644,0.5,0.6666666666666666,0.3333333333333333,0.004659832246039142,0,1,0,1,18-25,저소득,0-2년
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,1,7.687538766201629,0.5714285714285714,0.2,0.4,0.0036680421824850985,0,1,0,0,26-35,저소득,3-5년
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,0,9.029657471850737,0.7142857142857143,0.0,0.3333333333333333,0.0005990176111177668,0,0,0,1,26-35,중상,3-5년
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,0,8.144969417087875,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.0023215322112594312,0,0,1,0,26-35,중하,6-10년
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,1,7.923348211930154,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0032596885186526622,0,0,1,0,26-35,저소득,0-2년
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0,8.747510946478448,0.2727272727272727,0.0,0.5,0.00015885623510722796,1,1,1,1,26-35,중상,3-5년
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,0,8.87360810154911,0.5384615384615384,0.125,0.875,0.002100546141996919,0,0,0,1,26-35,중상,6-10년
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,0,7.983781068977451,0.7142857142857143,0.16666666666666666,0.3333333333333333,0.0006818956699624957,1,0,0,1,26-35,중하,3-5년
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0,8.546363568716018,0.7857142857142857,0.08333333333333333,0.5833333333333334,0.0003885003885003885,0,0,1,0,26-35,중상,11-20년
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,0,8.413608875159667,0.5555555555555556,0.0,0.6666666666666666,0.0024401064773735583,0,0,1,0,46-55,중하,3-5년
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,1,9.05543941075822,0.0,0.0,0.0,0.0018680677174547577,1,0,1,0,26-35,고소득,0-2년
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,0,7.81156848934518,0.6,0.0,0.7142857142857143,0.0008100445524503848,0,1,0,0,36-45,저소득,6-10년
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,1,9.00724451596575,0.09090909090909091,0.0,0.0,0.0019603038470963,0,0,0,1,26-35,중상,0-2년
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0,7.6544432264701125,0.5,0.0,0.0,0.0018957345971563982,0,0,0,0,26-35,저소득,0-2년
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,0,8.574518258035507,0.6363636363636364,0.125,0.875,0.003021718602455146,0,0,0,1,26-35,중상,6-10년
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,0,7.908019444632471,0.5384615384615384,0.0,0.875,0.0018389113644722325,0,0,1,1,26-35,저소득,6-10년
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0,8.667680024690174,0.0625,0.5,0.0,0.0030970406056434964,1,0,0,1,36-45,중상,0-2년
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,1,7.798933310041217,0.14285714285714285,0.0,0.0,0.00697292863002461,1,1,0,1,36-45,저소득,0-2년
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,0,7.925518979786926,0.625,0.0,0.6666666666666666,0.0043368268883267076,0,0,0,1,36-45,저소득,3-5년
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,0,9.854244785957677,0.02857142857142857,0.0,0.0,0.00010504753400913914,0,0,0,1,46-55,고소득,0-2년
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,0,8.024862150286411,0.75,0.1,0.7,0.0013089005235602095,0,0,0,1,26-35,중하,6-10년
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,0,7.736307096548285,0.8333333333333334,0.0,0.6666666666666666,0.003930131004366812,0,0,0,1,36-45,저소득,3-5년
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,0,8.294549515143679,0.9375,0.0,0.4375,0.0024987506246876563,1,0,0,1,26-35,중하,11-20년
